student_id,attendance_pct,cat1_score,cat2_score,assignment_avg,practical_avg,lms_activity_pct,study_hours_week,final_exam_score,overall_mark,pass_fail
EICN/2018/4505,69,17,11,76,70,100,9.8,40,48.6,1
EICN/2022/7529,87,17,16,70,63,98,6.2,29,44.3,1
EICN/2017/1061,100,18,23,75,57,100,11.8,55,61.2,1
EICN/2019/8037,84,15,8,77,75,100,4.2,30,41.7,1
EICN/2024/8713,71,9,9,67,63,72,19.1,31,37.5,0
EICN/2020/3539,66,14,17,51,47,69,4.1,42,46.3,1
EICN/2015/7976,91,20,26,80,71,93,6.2,51,63.6,1
EICN/2018/7741,86,19,24,64,61,90,10.9,49,58.5,1
EICN/2023/9339,68,10,15,67,80,72,11.2,39,46.7,1
EICN/2018/0877,71,14,7,47,49,52,11.8,28,34.1,0
EICN/2021/0662,87,16,27,65,71,89,9,41,55.6,1
EICN/2017/2026,81,14,30,76,82,89,2.8,54,64.8,1
EICN/2022/9294,68,17,10,52,49,56,4.9,40,43.6,1
EICN/2018/8751,80,14,19,82,68,100,3.8,45,54,1
EICN/2020/7082,70,15,15,35,56,45,3,35,41.6,1
EICN/2015/5589,79,21,20,59,47,71,3.9,45,53.6,1
EICN/2021/8892,68,6,17,81,100,88,6.8,45,52.1,1
EICN/2017/4309,93,21,18,84,91,94,10.3,60,67,1
EICN/2025/4923,90,18,13,82,82,90,3.2,57,60.4,1
EICN/2025/5344,79,12,8,49,50,57,7.8,35,37.4,0
EICN/2024/9168,96,16,22,62,71,83,11.4,58,61.3,1
EICN/2018/9725,76,3,16,50,48,65,10.4,39,38.8,0
EICN/2022/9082,82,16,22,52,44,59,10.2,41,49.1,1
EICN/2017/6466,65,13,14,81,83,93,11.5,46,52.9,1
EICN/2018/3556,88,23,15,67,71,86,15,74,69.8,1
EICN/2018/9429,67,18,22,54,51,69,7.8,51,56,1
EICN/2016/2865,85,20,7,69,56,82,10,46,49,1
EICN/2023/5357,69,17,10,30,35,37,1.6,25,32.5,0
EICN/2015/2128,100,20,17,74,58,100,10.7,51,57.2,1
EICN/2017/3646,78,18,22,66,69,87,12.3,57,62,1
EICN/2024/2198,96,17,12,80,78,100,8.9,54,57.3,1
EICN/2022/3404,93,11,13,90,86,100,7,56,57.6,1
EICN/2018/4715,91,14,15,82,100,100,9.7,45,55.2,1
EICN/2020/9865,75,12,11,74,68,92,10.3,45,48.2,1
EICN/2018/4545,72,13,18,73,65,81,8,47,52.8,1
EICN/2017/7052,75,18,27,52,27,52,10.5,45,52.9,1
EICN/2024/0799,78,16,24,62,90,79,8.9,56,63.2,1
EICN/2021/9399,76,11,17,53,67,69,15.1,50,51,1
EICN/2021/1232,96,22,12,74,65,97,5.2,44,52.9,1
EICN/2015/5745,81,25,13,62,65,74,11.4,56,59.7,1
EICN/2023/9195,89,18,9,62,43,65,7.2,45,46.5,1
EICN/2021/5599,65,17,27,61,74,85,12.4,54,62.5,1
EICN/2021/5723,67,8,15,63,60,79,3,34,40.8,1
EICN/2015/2804,59,12,21,55,50,75,18.4,49,51.5,1
EICN/2018/2823,100,22,17,72,59,100,16.1,70,67.6,1
EICN/2025/5564,88,12,16,84,81,93,6.4,35,48,1
EICN/2021/4010,85,13,5,85,60,100,4.1,37,42,1
EICN/2021/8495,75,9,16,63,70,88,6,35,43.3,1
EICN/2018/6607,62,14,16,52,41,72,8.3,24,36.3,0
EICN/2017/1258,79,20,9,47,43,67,4.7,35,41,1
EICN/2020/2116,69,17,13,65,79,92,14.6,36,47.4,1
EICN/2018/3824,82,17,20,79,74,96,12.4,66,66.8,1
EICN/2016/0430,77,8,18,52,54,73,15,43,45.1,1
EICN/2021/5046,81,12,19,72,70,76,19.9,56,57.7,1
EICN/2018/0112,100,21,10,74,91,89,9.3,60,62,1
EICN/2016/2150,65,15,12,83,98,94,14.4,50,56.6,1
EICN/2017/7717,81,19,16,75,67,100,11.3,50,56.7,1
EICN/2019/8100,71,13,16,64,55,68,9.2,43,47.9,1
EICN/2020/7846,86,15,18,75,91,100,15.8,48,57.1,1
EICN/2017/8865,73,22,24,73,66,85,17.4,64,68.9,1
EICN/2015/3502,94,18,7,55,50,75,9.1,43,44.5,1
EICN/2020/0570,71,9,18,54,60,76,9.3,30,39.9,0
EICN/2016/0043,62,7,19,61,59,79,7.9,43,46.5,1
EICN/2022/5393,83,17,17,63,69,70,10,41,50.7,1
EICN/2021/2094,72,13,13,72,81,76,11.3,42,49.3,1
EICN/2022/0836,63,16,9,45,58,58,9.5,21,33.3,0
EICN/2022/6436,78,22,8,83,95,91,6.5,57,61.3,1
EICN/2019/0992,88,23,15,52,53,68,11.5,37,48,1
EICN/2019/0315,75,12,10,46,50,62,6.5,41,41.1,1
EICN/2023/8427,64,11,24,52,58,71,10.4,53,55,1
EICN/2015/3998,76,18,16,66,55,80,13,48,53.1,1
EICN/2020/5512,90,16,19,68,60,85,11.4,49,54.8,1
EICN/2024/7205,72,6,10,48,21,56,8,22,25.9,0
EICN/2024/9162,52,8,16,40,51,49,13.2,26,34.1,0
EICN/2020/9985,81,19,23,56,41,62,16,47,54.2,1
EICN/2017/7992,79,20,16,71,70,74,2.1,48,56.1,1
EICN/2023/2261,73,12,17,82,100,100,16.4,54,59.7,1
EICN/2022/3548,56,13,15,49,38,57,15.7,41,43.2,1
EICN/2015/2248,84,16,21,41,50,59,6,48,51.6,1
EICN/2019/1573,56,11,24,56,66,65,1,28,43.7,1
EICN/2022/5272,83,17,22,78,70,87,5.2,52,60.3,1
EICN/2022/5532,65,9,18,48,46,52,12,39,42.4,1
EICN/2024/4142,60,17,29,37,34,51,13.7,51,55.6,1
EICN/2018/2249,90,16,17,65,78,76,15.3,39,50.3,1
EICN/2015/0816,70,11,13,34,20,36,15,40,37.4,0
EICN/2021/1332,91,18,9,82,88,97,6.8,54,57.5,1
EICN/2024/2891,97,16,25,80,70,100,13.3,42,56.5,1
EICN/2018/1447,96,27,26,62,63,82,14.1,70,74,1
EICN/2017/0992,81,20,15,65,71,89,6.7,41,51.6,1
EICN/2019/3143,81,13,21,74,69,85,8.9,41,51.8,1
EICN/2015/5774,86,25,11,79,57,100,9.5,50,56.6,1
EICN/2020/1470,88,9,11,75,81,100,5.7,54,52.6,1
EICN/2023/6033,85,16,26,60,61,80,10.4,55,60.6,1
EICN/2018/9244,85,16,16,58,64,82,6.8,47,51.7,1
EICN/2017/0865,70,9,24,77,65,84,3.2,44,52.7,1
EICN/2020/7486,83,20,19,78,86,84,5.2,44,57.9,1
EICN/2016/0177,67,16,13,44,48,44,6.8,19,33.2,0
EICN/2021/6343,78,21,14,68,66,79,17,33,47.4,1
EICN/2020/8798,70,14,20,78,76,85,6.4,59,61.9,1
EICN/2023/4433,70,13,8,65,67,69,11.5,38,42.7,1
EICN/2017/0471,76,14,18,74,67,88,11.9,42,51.1,1
EICN/2025/4867,89,15,10,72,49,87,12.1,60,54.6,1
EICN/2018/7019,100,28,14,87,70,100,12.3,58,65.7,1
EICN/2023/5516,59,11,21,61,67,69,11.9,46,51.8,1
EICN/2016/2747,71,17,13,65,59,68,12.9,44,49.4,1
EICN/2025/3464,70,12,16,39,31,56,4.3,24,33,0
EICN/2016/8098,82,24,14,70,56,99,4.4,46,54.6,1
EICN/2019/8799,62,11,19,61,51,80,4.8,39,45.7,1
EICN/2020/8102,64,10,13,59,50,78,3.3,33,38.9,0
EICN/2015/0139,63,14,15,51,62,59,7.9,48,49.8,1
EICN/2018/3440,59,11,23,53,67,68,10.4,21,39.5,0
EICN/2021/3424,81,13,24,54,67,51,13.6,53,57.1,1
EICN/2017/7281,78,16,14,51,41,60,14.1,52,50.2,1
EICN/2019/8992,62,12,12,61,56,69,17.8,38,42.7,1
EICN/2021/3468,74,21,15,72,61,100,11.6,53,57.8,1
EICN/2019/9805,80,22,12,77,82,95,5.9,44,54.9,1
EICN/2022/6897,85,19,22,63,44,87,18.2,55,58.7,1
EICN/2024/3900,99,19,13,73,66,100,10.5,54,56.9,1
EICN/2021/0533,71,19,20,66,91,73,11.6,51,60.7,1
EICN/2018/3615,90,18,17,40,26,52,10.4,43,45.6,1
EICN/2018/0469,88,23,22,84,99,100,9.4,67,74.3,1
EICN/2015/9791,52,7,20,45,53,61,7.4,28,37.3,0
EICN/2023/5924,74,9,13,69,62,78,8.5,55,51.6,1
EICN/2024/1130,93,19,14,71,56,100,9.9,53,55.7,1
EICN/2020/6814,59,17,17,60,30,59,3.7,40,46,1
EICN/2015/4670,68,11,18,70,80,77,6.4,32,45.5,1
EICN/2017/1510,92,9,20,82,92,93,6.2,49,56.4,1
EICN/2018/2264,73,21,16,54,43,59,9,36,46.2,1
EICN/2019/6775,96,20,15,66,50,93,10,50,54.1,1
EICN/2023/7496,93,20,20,72,72,100,11.6,55,61.9,1
EICN/2018/4729,78,11,17,75,77,100,6,39,48.7,1
EICN/2024/5752,80,18,21,69,72,88,11.7,59,63.1,1
EICN/2017/1669,89,18,7,70,66,90,10.8,53,52.6,1
EICN/2018/3777,83,22,15,81,90,100,2.8,53,62.1,1
EICN/2022/6258,80,19,19,62,66,74,10.8,39,51.3,1
EICN/2018/2173,85,9,17,59,61,67,3.7,48,49,1
EICN/2018/6969,78,13,30,51,49,54,13.1,52,57.5,1
EICN/2017/9051,79,24,14,78,96,90,8.4,51,61.9,1
EICN/2018/5902,83,13,17,62,76,82,15.9,57,57.3,1
EICN/2021/3025,46,11,7,49,53,70,12.5,41,39.7,0
EICN/2025/6658,69,18,20,50,53,69,7.7,37,47.8,1
EICN/2022/4431,70,12,17,54,57,55,13.2,45,48.1,1
EICN/2019/4077,90,21,6,83,94,100,12.3,42,52.2,1
EICN/2019/4963,92,18,17,68,77,95,8.2,50,57,1
EICN/2025/7571,83,16,4,51,48,72,17.1,49,44.4,1
EICN/2024/3896,58,14,7,51,32,62,14.4,42,39.8,0
EICN/2024/4146,76,18,17,53,41,66,10.6,33,43.4,1
EICN/2022/9688,73,14,12,50,36,70,7.4,39,41.1,1
EICN/2024/7295,71,16,3,69,70,73,10.6,33,39.9,0
EICN/2025/7822,85,13,26,63,74,80,12.3,50,58.2,1
EICN/2024/6865,70,11,23,52,67,70,12.7,50,53.9,1
EICN/2024/9038,73,9,17,53,55,73,13.6,43,45.3,1
EICN/2018/1116,55,11,14,35,52,29,13.8,40,41.2,1
EICN/2018/0130,80,8,28,74,71,100,4.2,34,49.5,1
EICN/2015/2040,84,13,19,88,83,100,11.2,53,59.6,1
EICN/2024/3897,75,10,0,77,62,100,11.5,37,37.4,0
EICN/2020/1431,68,19,17,50,42,61,13.6,51,52.7,1
EICN/2015/4486,83,11,18,77,85,82,7.5,42,51.7,1
EICN/2017/0611,86,20,14,65,74,79,9.2,51,56.4,1
EICN/2016/0160,78,21,8,70,84,99,9.2,32,45.9,1
EICN/2015/4241,52,9,11,74,84,80,1.7,24,37.8,0
EICN/2020/6907,65,8,0,51,53,70,12.1,31,29.9,0
EICN/2025/6925,73,14,14,53,53,63,9.7,36,42.6,1
EICN/2025/6978,62,3,22,42,52,52,10.4,36,39.9,0
EICN/2018/8785,74,10,23,68,72,76,13.5,48,54.5,1
EICN/2017/9312,77,7,16,56,64,78,11.4,38,42.5,1
EICN/2018/3659,86,26,26,68,61,84,9.3,69,73.4,1
EICN/2023/1665,97,17,18,76,66,100,13,58,60.7,1
EICN/2018/1951,76,14,4,49,43,55,13.6,35,35.7,0
EICN/2015/4090,78,16,19,58,65,74,6.1,44,51.8,1
EICN/2018/5176,67,15,21,29,20,27,12.4,41,43.4,1
EICN/2024/2864,86,15,23,75,75,83,10.1,72,70,1
EICN/2022/6322,78,12,22,73,71,90,4.4,45,53.9,1
EICN/2024/8066,69,18,20,72,61,77,10.1,46,55.3,1
EICN/2017/9065,74,5,12,70,61,76,8.8,23,33.1,0
EICN/2020/4361,56,9,20,61,59,63,6.9,43,48,1
EICN/2023/4245,67,23,16,54,43,74,7.7,37,47.7,1
EICN/2019/9234,71,9,15,52,33,71,15,29,35,0
EICN/2023/6903,84,11,21,68,58,76,4.6,37,47.1,1
EICN/2021/5551,97,21,13,72,74,78,5.8,56,59.6,1
EICN/2019/0942,70,12,4,45,54,55,14.8,49,42.4,1
EICN/2024/8553,80,20,10,81,94,100,4.1,31,48,1
EICN/2024/8773,95,24,13,62,79,71,7.4,50,57.6,1
EICN/2021/6598,84,17,24,82,67,97,7.3,58,64.4,1
EICN/2019/5382,84,19,19,57,65,72,6.5,39,50.7,1
EICN/2015/9416,68,9,14,59,66,74,2.6,37,42.5,1
EICN/2021/4186,74,21,6,76,85,90,8.3,45,52.1,1
EICN/2017/2171,82,16,0,73,94,92,10.2,50,49.7,1
EICN/2023/4698,85,9,26,59,55,70,1,46,51.9,1
EICN/2022/3659,71,15,14,63,56,86,8,43,47.9,1
EICN/2020/1587,81,9,18,50,46,65,16.4,37,41.6,1
EICN/2024/3916,70,15,25,43,61,55,18.3,49,54.9,1
EICN/2018/9453,63,9,16,81,82,95,12.8,35,46.3,1
EICN/2022/1211,82,17,24,62,76,88,11.1,55,61.8,1
EICN/2022/5189,76,14,18,53,60,64,11.3,43,48.8,1
EICN/2016/5277,85,22,21,69,78,81,10.5,42,57.2,1
EICN/2016/6590,64,8,24,55,75,66,11.8,49,53.5,1
EICN/2024/4426,79,22,9,59,48,66,10.8,40,46.2,1
EICN/2022/4444,79,14,12,57,54,80,7.7,39,43.6,1
EICN/2023/5612,77,13,9,63,53,65,8.9,31,38.1,0
EICN/2018/3442,81,9,18,48,48,48,8.4,27,36.6,0
EICN/2021/3470,62,6,16,59,76,72,1,25,37,0
EICN/2023/8534,90,14,19,72,77,93,9.4,54,58.4,1
EICN/2019/9843,56,13,18,46,52,43,8.7,40,45.3,1
EICN/2020/0991,76,16,15,75,68,100,3,34,46.8,1
EICN/2020/3345,91,17,30,71,71,94,10.8,52,63.7,1
EICN/2015/9621,98,25,21,79,60,91,14.4,56,64.9,1
EICN/2018/8152,75,17,21,65,45,75,8.1,41,50.5,1
EICN/2016/6496,97,16,14,89,100,100,8.1,49,58.4,1
EICN/2021/3726,74,17,11,63,54,67,10.6,44,47.7,1
EICN/2024/2503,86,19,16,79,78,95,2.9,45,55.7,1
EICN/2022/7223,66,8,12,60,43,66,13.2,44,42.3,1
EICN/2016/1848,97,16,0,80,86,99,13.6,39,44.1,1
EICN/2023/6273,92,13,13,86,89,100,7.5,48,54.5,1
EICN/2018/7992,92,16,17,85,84,100,17.2,56,61.4,1
EICN/2025/0837,85,17,18,50,46,67,10.4,52,53.1,1
EICN/2024/4784,77,11,11,69,56,76,9.3,33,40,1
EICN/2017/6313,51,8,16,33,25,42,7,42,38.8,0
EICN/2021/8073,87,12,22,68,77,79,12.3,44,53.5,1
EICN/2016/6618,71,15,13,68,80,73,6,51,54.3,1
EICN/2016/9214,93,16,12,66,72,86,13.7,43,49.3,1
EICN/2018/4297,68,12,13,71,85,100,9.3,39,47.6,1
EICN/2020/1054,64,11,20,43,38,43,4.4,43,45.1,1
EICN/2017/3751,84,16,21,59,69,82,8.6,40,51.3,1
EICN/2017/6084,75,13,30,64,49,66,11.2,44,54.8,1
EICN/2023/0355,88,21,28,70,71,85,14.5,59,68.1,1
EICN/2015/3708,87,22,20,54,47,77,8.2,42,52.1,1
EICN/2020/9922,85,19,12,62,48,71,16.6,57,55,1
EICN/2015/8278,87,15,19,80,85,97,6.8,49,58,1
EICN/2020/2536,82,18,17,71,82,78,9.8,49,57.3,1
EICN/2019/0900,76,9,21,86,65,99,16.3,70,65.1,1
EICN/2016/6926,68,7,17,56,48,77,6.9,47,45.9,1
EICN/2016/5912,86,16,10,75,72,98,8.4,47,51.2,1
EICN/2017/7308,82,20,22,71,79,87,16.7,45,58.5,1
EICN/2021/8848,100,19,12,61,75,85,11,51,54.6,1
EICN/2015/9754,100,21,15,67,61,94,10,46,53.8,1
EICN/2025/7702,82,8,21,78,73,95,6.8,46,52.6,1
EICN/2021/3774,63,16,25,56,53,68,6.7,37,49.9,1
EICN/2022/0680,76,19,11,43,51,60,12.9,54,51.4,1
EICN/2024/1857,77,15,7,88,89,100,8.7,49,53.2,1
EICN/2025/8760,75,22,15,71,77,94,9.7,50,58.3,1
EICN/2023/6128,59,15,14,52,43,62,15.9,51,49.5,1
EICN/2021/0390,90,21,17,58,60,59,13.4,53,57.3,1
EICN/2015/8502,86,18,18,69,67,79,14.7,63,63.1,1
EICN/2023/4685,73,12,14,54,72,57,5.8,52,51.6,1
EICN/2017/8813,76,20,22,62,61,75,15.6,51,58.8,1
EICN/2021/3527,67,13,8,47,52,41,15.6,45,42.9,1
EICN/2017/4283,78,15,30,65,54,74,12.4,55,61.9,1
EICN/2020/1714,82,12,13,53,43,74,10.6,29,36.6,0
EICN/2022/1144,100,30,29,83,79,99,12,62,76.7,1
EICN/2020/6381,100,26,12,81,85,100,6,46,58.6,1
EICN/2020/5849,85,20,11,78,84,100,19,75,69.2,1
EICN/2019/3583,99,19,20,76,87,96,8.2,57,64.3,1
EICN/2021/2520,91,19,13,80,88,98,10.9,60,62.8,1
EICN/2015/7738,95,19,14,53,46,71,7.5,50,51.4,1
EICN/2022/1257,89,20,17,89,99,100,3.3,50,62.3,1
EICN/2017/9666,86,14,22,46,60,60,15.4,51,54.1,1
EICN/2021/1368,72,15,21,52,66,68,13.7,58,58.8,1
EICN/2022/1417,49,11,27,45,49,60,10.8,33,44.9,1
EICN/2023/4160,68,11,10,28,28,33,16.3,27,29.6,0
EICN/2015/8228,69,19,22,82,83,100,9.1,50,62,1
EICN/2019/8182,79,22,15,87,84,100,8.6,48,59.6,1
EICN/2025/8365,71,8,14,58,54,56,14.8,37,40.7,1
EICN/2022/2790,96,19,9,81,73,100,12.5,39,48.9,1
EICN/2022/8530,62,4,19,52,50,70,11.1,38,40.7,1
EICN/2017/6362,74,13,15,55,31,78,19.7,58,51.6,1
EICN/2024/9562,65,16,20,70,91,73,13.7,47,57.6,1
EICN/2024/5284,85,16,8,54,67,72,4.5,39,43.6,1
EICN/2023/5415,67,14,30,69,53,85,15.6,58,63.2,1
EICN/2025/3401,86,12,18,41,32,58,8.6,51,47.8,1
EICN/2020/1079,70,8,21,58,62,60,3.7,27,40,1
EICN/2020/3324,54,7,8,31,24,40,11.6,22,24,0
EICN/2024/7623,71,8,24,81,61,100,13.4,47,53.7,1
EICN/2016/3901,66,10,14,46,54,60,12.4,40,42,1
EICN/2025/3974,48,8,22,43,57,55,7.5,23,36.5,0
EICN/2015/9136,83,21,10,72,77,91,12.6,42,51.4,1
EICN/2020/9708,100,22,15,73,58,100,6.3,50,56.6,1
EICN/2022/7554,96,16,14,58,50,80,10.6,51,51.3,1
EICN/2022/8337,78,13,15,74,63,96,18.4,48,51.7,1
EICN/2023/4663,87,19,12,69,74,85,12.5,61,60.3,1
EICN/2015/7875,89,19,19,84,69,100,12.3,56,62.3,1
EICN/2021/8082,77,10,7,56,67,69,11.1,55,48.3,1
EICN/2017/2057,74,21,14,56,50,60,12.6,52,54.1,1
EICN/2023/2112,88,20,10,72,80,100,4.3,47,53.7,1
EICN/2020/0959,65,9,19,56,53,78,13,22,35.9,0
EICN/2015/7183,75,14,20,48,51,65,7.1,50,51.9,1
EICN/2017/4292,64,11,25,62,73,79,19.2,76,69.5,1
EICN/2017/7417,62,15,11,45,55,58,13.1,45,45.5,1
EICN/2025/2857,65,15,19,48,52,67,7.3,32,43,1
EICN/2017/9023,70,10,9,45,41,46,9.5,23,29.6,0
EICN/2024/4294,96,21,12,58,42,74,7.9,34,43.5,1
EICN/2016/6329,92,28,23,64,65,84,14.8,70,73.4,1
EICN/2021/3847,57,8,21,45,53,62,14.3,38,43.3,1
EICN/2025/5255,95,21,15,77,68,83,7.4,46,55.5,1
EICN/2018/9969,93,18,25,88,74,100,6.5,42,58.7,1
EICN/2025/6555,89,9,11,66,53,67,8.9,46,44.9,1
EICN/2018/3617,72,20,12,63,67,67,4.6,43,50.5,1
EICN/2018/8056,63,17,16,63,66,86,16.1,43,50.9,1
EICN/2015/4816,90,11,23,76,78,80,9.2,43,53.9,1
EICN/2025/9897,97,25,19,79,73,88,16,62,68.2,1
EICN/2016/4094,89,15,11,60,69,84,10,39,45.4,1
EICN/2018/6543,90,24,10,61,77,69,3.9,47,54.3,1
EICN/2020/3396,87,12,11,58,66,62,8,43,45.4,1
EICN/2024/8053,99,19,17,83,65,96,6.5,49,57.3,1
EICN/2019/5435,100,24,16,84,98,97,9.4,53,64.7,1
EICN/2025/9607,85,12,11,52,41,62,2,29,35.3,0
EICN/2016/1384,78,11,22,70,51,100,8.4,58,57.6,1
EICN/2021/4366,67,13,21,64,69,77,6.5,46,53.3,1
EICN/2023/5712,81,15,10,49,48,65,10.5,38,41.2,1
EICN/2023/4117,79,16,14,53,39,71,11.9,28,38.2,0
EICN/2025/5661,69,21,7,47,55,61,6.5,55,51.7,1
EICN/2020/3621,59,20,17,70,72,83,15.1,49,57.2,1
EICN/2017/3351,73,15,26,40,40,55,12.7,40,48.5,1
EICN/2017/1788,72,12,16,84,80,99,12.1,48,54.4,1
EICN/2023/7703,90,12,2,77,83,95,12.6,48,47,1
EICN/2025/2999,72,16,15,39,40,55,9.7,44,45.4,1
EICN/2015/1421,85,10,20,67,69,70,15.6,49,53.1,1
EICN/2019/4562,71,18,25,62,73,65,9.6,51,60.5,1
EICN/2025/2536,94,17,30,78,81,97,12.1,61,69.9,1
EICN/2025/6827,78,22,18,61,53,73,10.2,65,63.9,1
EICN/2020/0638,70,8,15,61,72,68,10.2,24,36.8,0
EICN/2016/9271,76,21,15,71,87,89,9.1,54,60.8,1
EICN/2023/6080,65,17,23,66,75,70,7.4,52,60.1,1
EICN/2017/1569,94,15,16,70,81,100,8.7,58,59.6,1
EICN/2015/5760,100,12,21,70,89,100,16,43,53.9,1
EICN/2021/9413,63,12,21,63,64,76,12,43,50.7,1
EICN/2016/7796,70,11,16,63,52,69,11.7,35,42.5,1
EICN/2017/1319,81,16,13,66,69,81,7,41,48.5,1
EICN/2025/2239,90,20,11,80,91,100,18.8,54,59.6,1
EICN/2020/6984,78,19,17,52,60,51,24.6,62,60.2,1
EICN/2021/0726,71,4,16,60,48,64,4.5,21,31.3,0
EICN/2020/6134,72,14,16,57,53,58,12.5,48,50,1
EICN/2023/5287,100,11,22,84,82,100,16.1,66,66.1,1
EICN/2023/1879,59,13,18,75,80,79,14.8,51,56.5,1
EICN/2020/2539,77,13,23,66,55,79,6,49,54.6,1
EICN/2019/6286,80,14,21,44,51,62,16.9,48,51,1
EICN/2018/7311,72,16,11,50,34,53,6.9,18,30.9,0
EICN/2023/3514,89,14,20,70,67,90,17,67,64.2,1
EICN/2023/7435,93,12,18,82,86,96,8.2,51,57.3,1
EICN/2020/5078,62,18,15,51,57,70,7.1,39,46.8,1
EICN/2019/9117,84,16,16,66,71,87,16.4,56,57.7,1
EICN/2023/1042,66,15,11,70,79,75,14.6,59,57.4,1
EICN/2024/8739,64,19,21,87,76,100,12.6,55,63.8,1
EICN/2024/2890,85,14,28,66,62,94,18.8,46,56.8,1
EICN/2021/3226,77,15,23,74,86,82,10.6,46,58,1
EICN/2021/9061,77,23,10,70,67,78,11.9,46,53.2,1
EICN/2025/4357,78,20,14,56,60,60,13.1,35,46.1,1
EICN/2015/4118,73,10,13,51,50,68,16.6,32,37.6,0
EICN/2015/7443,68,3,30,62,71,86,19.5,48,53.8,1
EICN/2024/1694,67,15,7,49,54,64,9.1,36,39.3,0
EICN/2015/2768,76,15,26,79,75,94,9.8,47,59.4,1
EICN/2015/2446,77,17,10,83,63,98,14.5,43,49.6,1
EICN/2024/0624,91,19,23,71,63,81,11.6,63,65.9,1
EICN/2021/5364,74,12,15,68,48,74,6.5,44,47.1,1
EICN/2022/1097,56,7,21,51,59,66,16.3,32,41,1
EICN/2015/6681,76,16,16,68,58,72,3.9,43,50.1,1
EICN/2019/6873,86,16,19,57,70,79,10.1,41,50.7,1
EICN/2018/6188,100,19,20,71,73,96,8.1,53,60.4,1
EICN/2021/3067,73,18,22,65,69,73,9.4,63,64.9,1
EICN/2025/5923,67,12,17,65,66,74,17.5,52,53.6,1
EICN/2015/9283,100,22,13,84,85,100,6.3,56,62.4,1
EICN/2024/0989,61,13,19,36,29,42,9.3,37,41,1
EICN/2017/6701,81,13,25,58,61,67,3.4,36,48.9,1
EICN/2025/9154,80,17,17,90,88,100,4.6,58,63.8,1
EICN/2022/6591,82,26,10,82,93,92,9.4,51,61,1
EICN/2018/4597,66,14,21,79,74,88,8.3,48,56.8,1
EICN/2019/0966,85,21,15,61,63,75,9.6,42,51.4,1
EICN/2017/7462,83,5,16,69,79,85,8.5,33,41.8,1
EICN/2021/2088,39,8,27,24,32,27,5,38,42.1,1
EICN/2019/6461,71,11,22,42,49,42,13.7,41,46.1,1
EICN/2018/0747,80,18,15,87,90,100,14.8,73,70.7,1
EICN/2022/3120,72,14,21,39,41,50,11.3,54,52.5,1
EICN/2019/9917,76,14,13,55,59,57,3.3,26,37.9,0
EICN/2018/0907,77,10,23,75,67,83,12.8,52,56.7,1
EICN/2018/6208,54,15,16,52,46,56,10.7,32,41.3,1
EICN/2015/2744,72,18,9,51,56,72,15.6,53,50.7,1
EICN/2017/2128,77,15,18,50,64,66,5.8,40,47.9,1
EICN/2017/8746,81,13,12,48,60,63,10.4,33,39.8,0
EICN/2019/9777,61,9,16,39,40,54,15,38,39.4,0
EICN/2021/2031,61,10,12,44,47,51,10.7,40,40.1,1
EICN/2020/4820,75,17,16,72,71,83,5,41,51.3,1
EICN/2019/6030,64,15,17,64,58,73,5.5,43,49.7,1
EICN/2017/4396,66,10,21,62,78,71,9.2,39,49,1
EICN/2018/2619,92,14,17,86,78,100,11.1,41,52.4,1
EICN/2020/8643,63,12,23,71,86,75,10.7,35,50.7,1
EICN/2015/0009,100,20,12,69,81,95,13,47,54.5,1
EICN/2021/6764,83,14,14,61,49,78,12.9,49,49.5,1
EICN/2020/4739,84,19,16,62,63,68,9.7,48,54,1
EICN/2021/0031,82,17,16,44,47,56,21.2,47,49.1,1
EICN/2016/2360,80,13,14,83,83,100,13.6,51,55.6,1
EICN/2021/3832,92,17,21,76,71,85,9,48,57.7,1
EICN/2023/8206,84,14,10,48,49,64,13.4,50,46.7,1
EICN/2017/1016,67,15,12,75,75,79,12.3,60,58.5,1
EICN/2018/4542,69,12,19,54,70,70,8.3,37,46.4,1
EICN/2024/4952,87,20,19,82,71,88,13,71,70.3,1
EICN/2015/4265,73,11,19,59,63,60,10.4,46,50.2,1
EICN/2021/2861,82,19,18,62,59,75,9.1,52,56.6,1
EICN/2016/8379,92,24,17,83,81,99,5,59,66.4,1
EICN/2021/9064,69,10,28,67,70,83,17.6,50,57.7,1
EICN/2021/9616,93,14,17,78,80,96,11.8,49,55.8,1
EICN/2023/2310,100,23,17,85,89,100,8.8,56,65.4,1
EICN/2020/6147,85,18,18,50,60,70,15.9,60,59,1
EICN/2021/5111,71,13,13,70,55,78,9.7,28,39.5,0
EICN/2021/1469,88,23,16,79,82,94,7.3,48,59.6,1
EICN/2024/3285,80,17,20,57,56,71,10.4,47,53.3,1
EICN/2018/7098,93,19,18,80,72,100,6,65,66.2,1
EICN/2021/0708,82,19,10,64,64,68,10.6,44,49.3,1
EICN/2022/0484,80,18,6,75,80,80,4.8,44,49.5,1
EICN/2023/1799,89,14,21,71,95,95,11.1,44,56.1,1
EICN/2024/2654,68,10,22,55,68,56,15.6,54,55.3,1
EICN/2019/4555,78,17,16,46,60,60,11.9,56,55.1,1
EICN/2019/1766,82,15,27,67,66,72,11.9,44,56.3,1
EICN/2017/3256,80,12,13,47,50,63,14.5,44,44.2,1
EICN/2023/7414,80,9,23,84,96,100,9.4,51,59.5,1
EICN/2024/5751,88,20,12,53,49,75,7.3,47,49.7,1
